date,year,tourney_name,tourney_id,surface,indoor,commitment,draw_size,url
20030224,2003,Acapulco,2003_807,Clay,Outdoor,$690000,32,https://www.atptour.com/en/scores/archive/acapulco/807/2003/results
20030224,2003,Copenhagen,2003_481,Hard,Indoor,$380000,32,https://www.atptour.com/en/scores/archive/copenhagen/481/2003/results
20030303,2003,Delray Beach,2003_499,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/delray-beach/499/2003/results
20030303,2003,Scottsdale,2003_433,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/scottsdale/433/2003/results
20030310,2003,ATP Masters 1000 Indian Wells,2003_404,Hard,Outdoor,$2450000,64,https://www.atptour.com/en/scores/archive/indian-wells/404/2003/results
20030317,2003,ATP Masters 1000 Miami,2003_403,Hard,Outdoor,$3250000,96,https://www.atptour.com/en/scores/archive/miami/403/2003/results
20030407,2003,Estoril,2003_468,Clay,Outdoor,$525000,32,https://www.atptour.com/en/scores/archive/estoril/468/2003/results
20030407,2003,Casablanca,2003_360,Clay,Outdoor,$400000,32,https://www.atptour.com/en/scores/archive/casablanca/360/2003/results
20030414,2003,ATP Masters 1000 Monte Carlo,2003_410,Clay,Outdoor,$2450000,64,https://www.atptour.com/en/scores/archive/monte-carlo/410/2003/results
20030421,2003,Barcelona,2003_425,Clay,Outdoor,$1000000,56,https://www.atptour.com/en/scores/archive/barcelona/425/2003/results
20030421,2003,Houston,2003_717,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/houston/717/2003/results
20030428,2003,Valencia,2003_573,Clay,Outdoor,$400000,32,https://www.atptour.com/en/scores/archive/valencia/573/2003/results
20030428,2003,Munich,2003_308,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/munich/308/2003/results
20030505,2003,ATP Masters 1000 Rome,2003_416,Clay,Outdoor,$2450000,64,https://www.atptour.com/en/scores/archive/rome/416/2003/results
20030512,2003,ATP Masters 1000 Hamburg,2003_414,Clay,Outdoor,$2450000,64,https://www.atptour.com/en/scores/archive/hamburg/414/2003/results
20030519,2003,World Team Championship,2003_615,Clay,Outdoor,$1850000,64,https://www.atptour.com/en/scores/archive/dusseldorf/615/2003/results
20030519,2003,St. Poelten,2003_306,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/st-poelten/306/2003/results
20030526,2003,Roland Garros,2003_520,Clay,Outdoor,$7202717,128,https://www.atptour.com/en/scores/archive/roland-garros/520/2003/results
20030609,2003,London / Queen's Club,2003_311,Grass,Outdoor,$800000,56,https://www.atptour.com/en/scores/archive/london/311/2003/results
20030609,2003,Halle,2003_500,Grass,Outdoor,$775000,32,https://www.atptour.com/en/scores/archive/halle/500/2003/results
20030616,2003,Nottingham,2003_741,Grass,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/nottingham/741/2003/results
20030616,2003,'s-Hertogenbosch,2003_440,Grass,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/s-hertogenbosch/440/2003/results
20030623,2003,Wimbledon,2003_540,Grass,Outdoor,$7229232,128,https://www.atptour.com/en/scores/archive/wimbledon/540/2003/results
20030707,2003,Gstaad,2003_314,Clay,Outdoor,$550000,32,https://www.atptour.com/en/scores/archive/gstaad/314/2003/results
20030707,2003,Bastad,2003_316,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/bastad/316/2003/results
20030707,2003,Newport,2003_315,Grass,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/newport/315/2003/results
20030714,2003,Stuttgart,2003_321,Clay,Outdoor,$765000,48,https://www.atptour.com/en/scores/archive/stuttgart/321/2003/results
20030714,2003,Amersfoort,2003_317,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/amersfoort/317/2003/results
20030721,2003,Kitzbuhel,2003_319,Clay,Outdoor,$925000,48,https://www.atptour.com/en/scores/archive/kitzbuhel/319/2003/results
20030721,2003,Indianapolis,2003_419,Hard,Outdoor,$600000,48,https://www.atptour.com/en/scores/archive/indianapolis/419/2003/results
20030721,2003,Umag,2003_439,Clay,Outdoor,$400000,32,https://www.atptour.com/en/scores/archive/umag/439/2003/results
20030728,2003,Washington,2003_418,Hard,Outdoor,$600000,48,https://www.atptour.com/en/scores/archive/washington/418/2003/results
20030728,2003,Sopot,2003_475,Clay,Outdoor,$500000,32,https://www.atptour.com/en/scores/archive/sopot/475/2003/results
20030728,2003,Los Angeles,2003_423,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/los-angeles/423/2003/results
20030804,2003,ATP Masters 1000 Canada,2003_421,Hard,Outdoor,$2450000,64,https://www.atptour.com/en/scores/archive/montreal/421/2003/results
20030811,2003,ATP Masters 1000 Cincinnati,2003_422,Hard,Outdoor,$2450000,64,https://www.atptour.com/en/scores/archive/cincinnati/422/2003/results
20030818,2003,Long Island,2003_441,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/long-island/441/2003/results
20030825,2003,US Open,2003_560,Hard,Outdoor,$7336000,128,https://www.atptour.com/en/scores/archive/us-open/560/2003/results
20030908,2003,Bucharest,2003_773,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/bucharest/773/2003/results
20030908,2003,Costa do Sauipe,2003_533,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/costa-do-sauipe/533/2003/results
20030922,2003,Bangkok,2003_1720,Hard,Indoor,$525000,32,https://www.atptour.com/en/scores/archive/bangkok/1720/2003/results
20030922,2003,Palermo,2003_325,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/palermo/325/2003/results
20030922,2003,Shanghai,2003_890,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/shanghai/890/2003/results
20030929,2003,Moscow,2003_438,Carpet,Indoor,$1000000,32,https://www.atptour.com/en/scores/archive/moscow/438/2003/results
20030929,2003,Tokyo,2003_329,Hard,Outdoor,$690000,48,https://www.atptour.com/en/scores/archive/tokyo/329/2003/results
20030929,2003,Metz,2003_341,Hard,Indoor,$380000,32,https://www.atptour.com/en/scores/archive/metz/341/2003/results
20031006,2003,Lyon,2003_7309,Carpet,Indoor,$800000,32,https://www.atptour.com/en/scores/archive/lyon/7309/2003/results
20031006,2003,Vienna,2003_337,Hard,Indoor,$765000,32,https://www.atptour.com/en/scores/archive/vienna/337/2003/results
20031013,2003,ATP Masters 1000 Madrid,2003_1536,Hard,Indoor,$2240000,48,https://www.atptour.com/en/scores/archive/madrid/1536/2003/results
20031020,2003,Basel,2003_328,Carpet,Indoor,$1000000,32,https://www.atptour.com/en/scores/archive/basel/328/2003/results
20031020,2003,St. Petersburg,2003_568,Hard,Indoor,$1000000,32,https://www.atptour.com/en/scores/archive/st-petersburg/568/2003/results
20031020,2003,Stockholm,2003_429,Hard,Indoor,$650000,32,https://www.atptour.com/en/scores/archive/stockholm/429/2003/results
20031027,2003,ATP Masters 1000 Paris,2003_352,Carpet,Indoor,$2240000,48,https://www.atptour.com/en/scores/archive/paris/352/2003/results
20031110,2003,Tennis Masters Cup,2003_605,Hard,Outdoor,$3700000,8,https://www.atptour.com/en/scores/archive/tennis-masters-cup/605/2003/results
20040105,2004,Doha,2004_451,Hard,Outdoor,$1000000,32,https://www.atptour.com/en/scores/archive/doha/451/2004/results
20040105,2004,Adelaide,2004_7308,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/adelaide/7308/2004/results
20040105,2004,Chennai,2004_891,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/chennai/891/2004/results
20040112,2004,Auckland,2004_301,Hard,Outdoor,$404000,32,https://www.atptour.com/en/scores/archive/auckland/301/2004/results
20040112,2004,Sydney,2004_338,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/sydney/338/2004/results
20040119,2004,Australian Open,2004_580,Hard,Outdoor,$6736438,128,https://www.atptour.com/en/scores/archive/australian-open/580/2004/results
20040209,2004,Milan,2004_408,Carpet,Indoor,$380000,32,https://www.atptour.com/en/scores/archive/milan/408/2004/results
20040209,2004,San Jose,2004_424,Hard,Indoor,$380000,32,https://www.atptour.com/en/scores/archive/san-jose/424/2004/results
20040209,2004,Viña del Mar,2004_505,Clay,Outdoor,$333000,32,https://www.atptour.com/en/scores/archive/vina-del-mar/505/2004/results
20040216,2004,Rotterdam,2004_407,Hard,Indoor,$875505,32,https://www.atptour.com/en/scores/archive/rotterdam/407/2004/results
20040216,2004,Memphis,2004_402,Hard,Indoor,$690000,32,https://www.atptour.com/en/scores/archive/memphis/402/2004/results
20040216,2004,Buenos Aires,2004_506,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/buenos-aires/506/2004/results
20040223,2004,Marseille,2004_496,Hard,Indoor,$600000,32,https://www.atptour.com/en/scores/archive/marseille/496/2004/results
20040223,2004,Costa do Sauipe,2004_533,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/costa-do-sauipe/533/2004/results
20040301,2004,Dubai,2004_495,Hard,Outdoor,$1000000,32,https://www.atptour.com/en/scores/archive/dubai/495/2004/results
20040301,2004,Acapulco,2004_807,Clay,Outdoor,$652000,32,https://www.atptour.com/en/scores/archive/acapulco/807/2004/results
20040301,2004,Scottsdale,2004_433,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/scottsdale/433/2004/results
20040308,2004,ATP Masters 1000 Indian Wells,2004_404,Hard,Outdoor,$2779000,96,https://www.atptour.com/en/scores/archive/indian-wells/404/2004/results
20040322,2004,ATP Masters 1000 Miami,2004_403,Hard,Outdoor,$3450000,96,https://www.atptour.com/en/scores/archive/miami/403/2004/results
20040412,2004,Estoril,2004_468,Clay,Outdoor,$525000,32,https://www.atptour.com/en/scores/archive/estoril/468/2004/results
20040412,2004,Valencia,2004_573,Clay,Outdoor,$400000,32,https://www.atptour.com/en/scores/archive/valencia/573/2004/results
20040412,2004,Houston,2004_717,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/houston/717/2004/results
20040419,2004,ATP Masters 1000 Monte Carlo,2004_410,Clay,Outdoor,$2450000,64,https://www.atptour.com/en/scores/archive/monte-carlo/410/2004/results
20040426,2004,Barcelona,2004_425,Clay,Outdoor,$1000000,56,https://www.atptour.com/en/scores/archive/barcelona/425/2004/results
20040426,2004,Munich,2004_308,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/munich/308/2004/results
20040503,2004,ATP Masters 1000 Rome,2004_416,Clay,Outdoor,$2450000,64,https://www.atptour.com/en/scores/archive/rome/416/2004/results
20040510,2004,ATP Masters 1000 Hamburg,2004_414,Clay,Outdoor,$2450000,64,https://www.atptour.com/en/scores/archive/hamburg/414/2004/results
20040517,2004,World Team Championship,2004_615,Clay,Outdoor,$1850000,64,https://www.atptour.com/en/scores/archive/dusseldorf/615/2004/results
20040517,2004,Casablanca,2004_360,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/casablanca/360/2004/results
20040517,2004,St. Poelten,2004_306,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/st-poelten/306/2004/results
20040524,2004,Roland Garros,2004_520,Clay,Outdoor,$7462318,128,https://www.atptour.com/en/scores/archive/roland-garros/520/2004/results
20040607,2004,Halle,2004_500,Grass,Outdoor,$791750,32,https://www.atptour.com/en/scores/archive/halle/500/2004/results
20040607,2004,London / Queen's Club,2004_311,Grass,Outdoor,$791750,56,https://www.atptour.com/en/scores/archive/london/311/2004/results
20040614,2004,Nottingham,2004_741,Grass,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/nottingham/741/2004/results
20040614,2004,'s-Hertogenbosch,2004_440,Grass,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/s-hertogenbosch/440/2004/results
20040621,2004,Wimbledon,2004_540,Grass,Outdoor,$8328704,128,https://www.atptour.com/en/scores/archive/wimbledon/540/2004/results
20040705,2004,Gstaad,2004_314,Clay,Outdoor,$544750,32,https://www.atptour.com/en/scores/archive/gstaad/314/2004/results
20040705,2004,Bastad,2004_316,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/bastad/316/2004/results
20040705,2004,Newport,2004_315,Grass,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/newport/315/2004/results
20040712,2004,Stuttgart,2004_321,Clay,Outdoor,$614750,48,https://www.atptour.com/en/scores/archive/stuttgart/321/2004/results
20040712,2004,Amersfoort,2004_317,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/amersfoort/317/2004/results
20040712,2004,Los Angeles,2004_423,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/los-angeles/423/2004/results
20040719,2004,Kitzbuhel,2004_319,Clay,Outdoor,$800000,48,https://www.atptour.com/en/scores/archive/kitzbuhel/319/2004/results
20040719,2004,Indianapolis,2004_419,Hard,Outdoor,$600000,48,https://www.atptour.com/en/scores/archive/indianapolis/419/2004/results
20040719,2004,Umag,2004_439,Clay,Outdoor,$395750,32,https://www.atptour.com/en/scores/archive/umag/439/2004/results
20040726,2004,ATP Masters 1000 Canada,2004_421,Hard,Outdoor,$2564000,64,https://www.atptour.com/en/scores/archive/toronto/421/2004/results
20040802,2004,ATP Masters 1000 Cincinnati,2004_422,Hard,Outdoor,$2450000,64,https://www.atptour.com/en/scores/archive/cincinnati/422/2004/results
20040809,2004,Sopot,2004_475,Clay,Outdoor,$500000,32,https://www.atptour.com/en/scores/archive/sopot/475/2004/results
20040816,2004,Washington,2004_418,Hard,Outdoor,$500000,32,https://www.atptour.com/en/scores/archive/washington/418/2004/results
20040816,2004,Athens Olympics,2004_96,Hard,Outdoor,,64,https://www.atptour.com/en/scores/archive/athens/96/2004/results
20040823,2004,Long Island,2004_441,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/long-island/441/2004/results
20040830,2004,US Open,2004_560,Hard,Outdoor,$7696000,128,https://www.atptour.com/en/scores/archive/us-open/560/2004/results
20040913,2004,Beijing,2004_747,Hard,Outdoor,$500000,32,https://www.atptour.com/en/scores/archive/beijing/747/2004/results
20040913,2004,Bucharest,2004_773,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/bucharest/773/2004/results
20040913,2004,Delray Beach,2004_499,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/delray-beach/499/2004/results
20040927,2004,Bangkok,2004_1720,Hard,Indoor,$550000,32,https://www.atptour.com/en/scores/archive/bangkok/1720/2004/results
20040927,2004,Palermo,2004_325,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/palermo/325/2004/results
20040927,2004,Shanghai,2004_890,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/shanghai/890/2004/results
20041004,2004,Lyon,2004_7309,Carpet,Indoor,$791750,32,https://www.atptour.com/en/scores/archive/lyon/7309/2004/results
20041004,2004,Tokyo,2004_329,Hard,Outdoor,$775000,48,https://www.atptour.com/en/scores/archive/tokyo/329/2004/results
20041011,2004,Moscow,2004_438,Carpet,Indoor,$1000000,32,https://www.atptour.com/en/scores/archive/moscow/438/2004/results
20041011,2004,Vienna,2004_337,Hard,Indoor,$682750,32,https://www.atptour.com/en/scores/archive/vienna/337/2004/results
20041011,2004,Metz,2004_341,Hard,Indoor,$380000,32,https://www.atptour.com/en/scores/archive/metz/341/2004/results
20041018,2004,ATP Masters 1000 Madrid,2004_1536,Hard,Indoor,$2425500,48,https://www.atptour.com/en/scores/archive/madrid/1536/2004/results
20041025,2004,Basel,2004_328,Carpet,Indoor,$1000000,32,https://www.atptour.com/en/scores/archive/basel/328/2004/results
20041025,2004,St. Petersburg,2004_568,Carpet,Indoor,$1000000,32,https://www.atptour.com/en/scores/archive/st-petersburg/568/2004/results
20041025,2004,Stockholm,2004_429,Hard,Indoor,$643750,32,https://www.atptour.com/en/scores/archive/stockholm/429/2004/results
20041101,2004,ATP Masters 1000 Paris,2004_352,Carpet,Indoor,$2425500,48,https://www.atptour.com/en/scores/archive/paris/352/2004/results
20041115,2004,Tennis Masters Cup,2004_605,Hard,Outdoor,$3700000,8,https://www.atptour.com/en/scores/archive/tennis-masters-cup/605/2004/results
20050103,2005,Doha,2005_451,Hard,Outdoor,$1000000,32,https://www.atptour.com/en/scores/archive/doha/451/2005/results
20050103,2005,Adelaide,2005_7308,Hard,Outdoor,$419000,32,https://www.atptour.com/en/scores/archive/adelaide/7308/2005/results
20050103,2005,Chennai,2005_891,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/chennai/891/2005/results
20050110,2005,Auckland,2005_301,Hard,Outdoor,$426000,32,https://www.atptour.com/en/scores/archive/auckland/301/2005/results
20050110,2005,Sydney,2005_338,Hard,Outdoor,$419000,32,https://www.atptour.com/en/scores/archive/sydney/338/2005/results
20050117,2005,Australian Open,2005_580,Hard,Outdoor,$6743444,128,https://www.atptour.com/en/scores/archive/australian-open/580/2005/results
20050131,2005,Delray Beach,2005_499,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/delray-beach/499/2005/results
20050131,2005,Milan,2005_408,Carpet,Indoor,$380000,32,https://www.atptour.com/en/scores/archive/milan/408/2005/results
20050131,2005,Viña del Mar,2005_505,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/vina-del-mar/505/2005/results
20050207,2005,Marseille,2005_496,Hard,Indoor,$600000,32,https://www.atptour.com/en/scores/archive/marseille/496/2005/results
20050207,2005,Buenos Aires,2005_506,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/buenos-aires/506/2005/results
20050207,2005,San Jose,2005_424,Hard,Indoor,$380000,32,https://www.atptour.com/en/scores/archive/san-jose/424/2005/results
20050214,2005,Rotterdam,2005_407,Hard,Indoor,$925000,32,https://www.atptour.com/en/scores/archive/rotterdam/407/2005/results
20050214,2005,Memphis,2005_402,Hard,Indoor,$690000,32,https://www.atptour.com/en/scores/archive/memphis/402/2005/results
20050214,2005,Costa do Sauipe,2005_533,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/costa-do-sauipe/533/2005/results
20050221,2005,Dubai,2005_495,Hard,Outdoor,$1000000,32,https://www.atptour.com/en/scores/archive/dubai/495/2005/results
20050221,2005,Acapulco,2005_807,Clay,Outdoor,$643000,32,https://www.atptour.com/en/scores/archive/acapulco/807/2005/results
20050221,2005,Scottsdale,2005_433,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/scottsdale/433/2005/results
20050307,2005,ATP Masters 1000 Indian Wells,2005_404,Hard,Outdoor,$2974600,96,https://www.atptour.com/en/scores/archive/indian-wells/404/2005/results
20050321,2005,ATP Masters 1000 Miami,2005_403,Hard,Outdoor,$3450000,96,https://www.atptour.com/en/scores/archive/miami/403/2005/results
20050404,2005,Valencia,2005_573,Clay,Outdoor,$400000,32,https://www.atptour.com/en/scores/archive/valencia/573/2005/results
20050404,2005,Casablanca,2005_360,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/casablanca/360/2005/results
20050411,2005,ATP Masters 1000 Monte Carlo,2005_410,Clay,Outdoor,$2450000,64,https://www.atptour.com/en/scores/archive/monte-carlo/410/2005/results
20050418,2005,Barcelona,2005_425,Clay,Outdoor,$1000000,56,https://www.atptour.com/en/scores/archive/barcelona/425/2005/results
20050418,2005,Houston,2005_717,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/houston/717/2005/results
20050425,2005,Estoril,2005_468,Clay,Outdoor,$625000,32,https://www.atptour.com/en/scores/archive/estoril/468/2005/results
20050425,2005,Munich,2005_308,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/munich/308/2005/results
20050502,2005,ATP Masters 1000 Rome,2005_416,Clay,Outdoor,$2450000,64,https://www.atptour.com/en/scores/archive/rome/416/2005/results
20050509,2005,ATP Masters 1000 Hamburg,2005_414,Clay,Outdoor,$2450000,64,https://www.atptour.com/en/scores/archive/hamburg/414/2005/results
20050516,2005,World Team Championship,2005_615,Clay,Outdoor,$1500000,32,https://www.atptour.com/en/scores/archive/dusseldorf/615/2005/results
20050516,2005,St. Poelten,2005_306,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/st-poelten/306/2005/results
20050523,2005,Roland Garros,2005_520,Clay,Outdoor,$7992394,128,https://www.atptour.com/en/scores/archive/roland-garros/520/2005/results
20050606,2005,Halle,2005_500,Grass,Outdoor,$800000,32,https://www.atptour.com/en/scores/archive/halle/500/2005/results
20050606,2005,London / Queen's Club,2005_311,Grass,Outdoor,$800000,56,https://www.atptour.com/en/scores/archive/london/311/2005/results
20050613,2005,Nottingham,2005_741,Grass,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/nottingham/741/2005/results
20050613,2005,'s-Hertogenbosch,2005_440,Grass,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/s-hertogenbosch/440/2005/results
20050620,2005,Wimbledon,2005_540,Grass,Outdoor,$8616793,128,https://www.atptour.com/en/scores/archive/wimbledon/540/2005/results
20050704,2005,Gstaad,2005_314,Clay,Outdoor,$495000,32,https://www.atptour.com/en/scores/archive/gstaad/314/2005/results
20050704,2005,Bastad,2005_316,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/bastad/316/2005/results
20050704,2005,Newport,2005_315,Grass,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/newport/315/2005/results
20050718,2005,Stuttgart,2005_321,Clay,Outdoor,$719000,48,https://www.atptour.com/en/scores/archive/stuttgart/321/2005/results
20050718,2005,Indianapolis,2005_419,Hard,Outdoor,$600000,48,https://www.atptour.com/en/scores/archive/indianapolis/419/2005/results
20050718,2005,Amersfoort,2005_317,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/amersfoort/317/2005/results
20050725,2005,Kitzbuhel,2005_319,Clay,Outdoor,$760000,48,https://www.atptour.com/en/scores/archive/kitzbuhel/319/2005/results
20050725,2005,Umag,2005_439,Clay,Outdoor,$400000,32,https://www.atptour.com/en/scores/archive/umag/439/2005/results
20050725,2005,Los Angeles,2005_423,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/los-angeles/423/2005/results
20050801,2005,Washington,2005_418,Hard,Outdoor,$600000,48,https://www.atptour.com/en/scores/archive/washington/418/2005/results
20050801,2005,Sopot,2005_475,Clay,Outdoor,$500000,32,https://www.atptour.com/en/scores/archive/sopot/475/2005/results
20050808,2005,ATP Masters 1000 Canada,2005_421,Hard,Outdoor,$2450000,64,https://www.atptour.com/en/scores/archive/montreal/421/2005/results
20050815,2005,ATP Masters 1000 Cincinnati,2005_422,Hard,Outdoor,$2450000,64,https://www.atptour.com/en/scores/archive/cincinnati/422/2005/results
20050822,2005,New Haven,2005_3348,Hard,Outdoor,$675000,48,https://www.atptour.com/en/scores/archive/new-haven/3348/2005/results
20050829,2005,US Open,2005_560,Hard,Outdoor,$8200000,128,https://www.atptour.com/en/scores/archive/us-open/560/2005/results
20050912,2005,Beijing,2005_747,Hard,Outdoor,$500000,32,https://www.atptour.com/en/scores/archive/beijing/747/2005/results
20050912,2005,Bucharest,2005_773,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/bucharest/773/2005/results
20050926,2005,Bangkok,2005_1720,Hard,Indoor,$550000,32,https://www.atptour.com/en/scores/archive/bangkok/1720/2005/results
20050926,2005,Ho Chi Minh City,2005_890,Carpet,Indoor,$380000,32,https://www.atptour.com/en/scores/archive/ho-chi-minh-city/890/2005/results
20050926,2005,Palermo,2005_325,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/palermo/325/2005/results
20051003,2005,Tokyo,2005_329,Hard,Outdoor,$765000,48,https://www.atptour.com/en/scores/archive/tokyo/329/2005/results
20051003,2005,Metz,2005_341,Hard,Indoor,$380000,32,https://www.atptour.com/en/scores/archive/metz/341/2005/results
20051010,2005,Moscow,2005_438,Carpet,Indoor,$1000000,32,https://www.atptour.com/en/scores/archive/moscow/438/2005/results
20051010,2005,Stockholm,2005_429,Hard,Indoor,$800000,32,https://www.atptour.com/en/scores/archive/stockholm/429/2005/results
20051010,2005,Vienna,2005_337,Hard,Indoor,$689000,32,https://www.atptour.com/en/scores/archive/vienna/337/2005/results
20051017,2005,ATP Masters 1000 Madrid,2005_1536,Hard,Indoor,$2450000,48,https://www.atptour.com/en/scores/archive/madrid/1536/2005/results
20051024,2005,Basel,2005_328,Carpet,Indoor,$1000000,32,https://www.atptour.com/en/scores/archive/basel/328/2005/results
20051024,2005,St. Petersburg,2005_568,Carpet,Indoor,$1000000,32,https://www.atptour.com/en/scores/archive/st-petersburg/568/2005/results
20051024,2005,Lyon,2005_7309,Carpet,Indoor,$800000,32,https://www.atptour.com/en/scores/archive/lyon/7309/2005/results
20051031,2005,ATP Masters 1000 Paris,2005_352,Carpet,Indoor,$2450000,48,https://www.atptour.com/en/scores/archive/paris/352/2005/results
20051114,2005,Tennis Masters Cup,2005_605,Carpet,Indoor,$3700000,8,https://www.atptour.com/en/scores/archive/tennis-masters-cup/605/2005/results
20060102,2006,Doha,2006_451,Hard,Outdoor,$1000000,32,https://www.atptour.com/en/scores/archive/doha/451/2006/results
20060102,2006,Adelaide,2006_7308,Hard,Outdoor,$419000,32,https://www.atptour.com/en/scores/archive/adelaide/7308/2006/results
20060102,2006,Chennai,2006_891,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/chennai/891/2006/results
20060109,2006,Auckland,2006_301,Hard,Outdoor,$430000,32,https://www.atptour.com/en/scores/archive/auckland/301/2006/results
20060109,2006,Sydney,2006_338,Hard,Outdoor,$419000,32,https://www.atptour.com/en/scores/archive/sydney/338/2006/results
20060116,2006,Australian Open,2006_580,Hard,Outdoor,$6784589,128,https://www.atptour.com/en/scores/archive/australian-open/580/2006/results
20060130,2006,Delray Beach,2006_499,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/delray-beach/499/2006/results
20060130,2006,Viña del Mar,2006_505,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/vina-del-mar/505/2006/results
20060130,2006,Zagreb,2006_2276,Carpet,Indoor,$380000,32,https://www.atptour.com/en/scores/archive/zagreb/2276/2006/results
20060213,2006,Marseille,2006_496,Hard,Indoor,$600000,32,https://www.atptour.com/en/scores/archive/marseille/496/2006/results
20060213,2006,Buenos Aires,2006_506,Clay,Outdoor,$425000,32,https://www.atptour.com/en/scores/archive/buenos-aires/506/2006/results
20060213,2006,San Jose,2006_424,Hard,Indoor,$380000,32,https://www.atptour.com/en/scores/archive/san-jose/424/2006/results
20060220,2006,Rotterdam,2006_407,Hard,Indoor,$925000,32,https://www.atptour.com/en/scores/archive/rotterdam/407/2006/results
20060220,2006,Memphis,2006_402,Hard,Indoor,$690000,32,https://www.atptour.com/en/scores/archive/memphis/402/2006/results
20060220,2006,Costa do Sauipe,2006_533,Clay,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/costa-do-sauipe/533/2006/results
20060227,2006,Dubai,2006_495,Hard,Outdoor,$1000000,32,https://www.atptour.com/en/scores/archive/dubai/495/2006/results
20060227,2006,Acapulco,2006_807,Clay,Outdoor,$690000,32,https://www.atptour.com/en/scores/archive/acapulco/807/2006/results
20060227,2006,Las Vegas,2006_433,Hard,Outdoor,$380000,32,https://www.atptour.com/en/scores/archive/las-vegas/433/2006/results
20060306,2006,ATP Masters 1000 Indian Wells,2006_404,Hard,Outdoor,$3169600,96,https://www.atptour.com/en/scores/archive/indian-wells/404/2006/results
20060320,2006,ATP Masters 1000 Miami,2006_403,Hard,Outdoor,$3450000,96,https://www.atptour.com/en/scores/archive/miami/403/2006/results
20060410,2006,Valencia,2006_573,Clay,Outdoor,$400000,32,https://www.atptour.com/en/scores/archive/valencia/573/2006/results
